번호,제목,생산일,조회수,내용번호
793,공무원 행동강령 의 적용대상이 되는 공무원의 범위는?,2009-09-22,298,2897927
794,행동강령에 위반된다 할지라도 상급자가 지사하는 경우 부하직원은 현실적으로 거부하기 어려움.이에 따라 경우 처벌 대상이 되는건가요?,2009-09-22,217,2897928
795,공무원 갑이 친구의 개업식에 본인 소속 기관 명칭 및 직위를 적힌 화분을 보내는 것이 행동강령 위반인가요?,2009-09-22,135,2897929
796,아차산 보루,2009-09-22,1307,2895213
797,관리처분계획이란?,2009-09-22,9867,2895236
798,용마산 보루,2009-09-22,804,2895214
799,A기관 과장 갑이 부하직원인 을에게 은행대출 이자보다 높은 이자율로 금전을 대부하는것이 행동강령 위반인가요?,2009-09-22,336,2897930
800,K과 과장이 승진한 경우 선물을 보내주는 것이 행동강령 위반입니까?,2009-09-22,247,2897931
801,공무원은 대가를 받지 않는 외부강의 또는 회의등도 신고해야 합니까?,2009-09-22,130,2897932
802,공무원은 근무시간외에 대가를 받고 외부강의 및 회의 등을 하는경우에도 신고대상이 됩니까?,2009-09-22,265,2897933
803,아차산성을 답사하고 싶은데요,2009-09-22,569,2895215
804,철거민이란 ?,2009-09-22,655,2897161
805,철거세입자란,2009-09-22,661,2897162
806,비건물 이란?,2009-09-22,389,2897163
807,국민주택의 특별공급대상자는 ?,2009-09-22,307,2897164
808,공무원은 외부 강의 및 회의등은 신고 만 하면 근무 시간 중에도 출강할수 있나요?,2009-09-22,545,2897934
809,부하직원이 상급자의 경조사를 사전 양해 없이 상급자의 직무관련자에게 대신 통지하는 행위는 행동강령 위반행위 인가요??,2009-09-22,1240,2897965
810,친구의 모친 회갑연에 10만원 상당의 화환을 보낼수 있습니까?,2009-09-22,174,2897966
811,경조사 통지를 하지 않았는데도 직무관련자가 경조사에 참석하여 50만원의 경조금을 접수한 경우 처리는 어떡해 합니까?,2009-09-22,301,2897967
812,공무원 행동강령의 위반여부가 불분명한 경우에는 어떻게 해야합니까?,2009-09-22,105,2897968
813,공무원의 행동강령 위반행위를 신고하면 보호를 받을수 있나요?,2009-09-22,85,2897969
814,공무원 행동강령을 위반한 경우 어떤 처벌을 받나요?,2009-09-22,713,2897970
815,공무원이 경조금품 한도 5만원을 초과하여 주고 받을수 있는 경우는 어떻게 되나요?,2009-09-22,95,2897971
816,타기관 도시건축국장 갑이 당연직위원으로 지정되어 있는 건축심의위원회에서 심사대가로 수당을 받은 경우 외부강의?회의등의 신고대상자 입니까?,2009-09-22,322,2897972
817,파견공무원은 어느 기관의 행동강령을 적용받나요?,2009-09-22,146,2897917
818,상급자의 부당한 지시에 대한 거부절차는 어떻게 됩니까?,2009-09-22,362,2897918
819,소속 기관의 장이 정치인등의 부당한 청탁을 받았을 경우 처리 절차는 어떻게 됩니까?,2009-09-22,204,2897919
820,공무원이 자신의 임용 및 승진 전보 등을 위하여 상급자나 인사담당자에게 부탁하는 행위도 금지 되는건가요?,2009-09-22,362,2897920
821,업무용으로 배정된 공용차량을 출퇴근에 이용할수 있나요?,2009-09-22,1268,2897921
822,공용차량을 공무원 동호회 모임에 지원하는 것은 공용물의 사적사용에 해당됩니까?,2009-09-22,1153,2897922
823,공무원은 직무관련자 또는 관련공무원으로부터 일정금액(3만원)범위안에서 음식물 또는 편의를 접대 받을수 있나요?,2009-09-22,114,2897923
824,직무관련업체가 사업수행에 협조해 준 공로를 인정하여 담당공무원에게 공로패와 부상으로 금전을 지급할 경우 받을수 있습니까?,2009-09-22,110,2897924
825,구청 공무원들로 구성된 마라통 동호회가 언론사가 주최하는 마라톤대회 참가 시구청 산하 생활체육회로 부터 예산 지원을 받을수 있나요?,2009-09-22,161,2897925
826,"관내 직무관련단체가 직무 수행 중 부상을 당하여 입원중인 경찰관과 전의경들에게 상품권, 물품등을 전달할수 있나요?",2009-09-22,118,2897973
827,학생들의 수학여행 또는 수련회 인솔교사들에 대한 숙식 및 교통 편의를 수련업체 등으로 부터 무료 제공받는 것은 위반이 아닌가요?,2009-09-22,107,2897974
828,신문 등의 기고료나 저작권 수입료는 외부강의 신고대상이 되나요?,2009-09-22,551,2897975
829,"외부강의 신고대상자인 갑이 매주 4시간씩 사립대학교 강의럴 나갈때 매월신고서 양식에 신고를 해야하는지, 아니면 일괄로 한꺼번에 신고를 해도 되는지 알고싶습니다?",2009-09-22,93,2897976
830,A 교육청공무원 갑이 A교육청 소속교육기관에서 강의를 한 경우에도 신고대상인가요?,2009-09-22,232,2897977
831,고압가스제조저장소설치판매 허가신청시 검토하여야 할 법령은?,2009-09-22,504,2896430
832,공무원 행동강령이 2003.5.19 시행되기 전에 직무관련자로 부터 금전을 차용하였다면 그처리 절차는 어떻게 됩니까?,2009-09-22,80,2897978
833,"직무관련업체로부터 2003.7월경에 금전을 차용하였으나, 형편상 이자도 지급하지 못하고 최근 다른지역으로 전출발령이 나자 채권자가 변제를 요구하고 있습니다 이경우 행동강령도 위반인지 여부를 알고싶습니다?",2009-09-22,250,2897979
834,"금전을 차용할 당시에는 직무관련자가 아니었으나, 추후 직무관련자가 되었을 경우 처리 절차는?",2009-09-22,197,2897980
835,지방자치 단체란 무엇입니까?,2009-09-23,1740,2897908
836,동대표 후보자는 관리규약에 규정한 결격사유인 &apos;당해 공동주택에 각종 공사 또는 용역을 공급하는 업체의 임직원&apos;에...,2009-09-23,730,2894902
837,통합메세징(UMS) 문자발송건수를 늘리려면 어떻게 하나요?,2009-09-23,229,2897304
838,타인 이름 명의신탁 한 실소유자 또는 세입자의 경우 동별대표자 가 될 수 있도록 입주자 등 과반수 동의를 얻어 관리규약 을 개정한다면 가능 한지...,2009-09-23,367,2894903
839,임기연장을 위한 관리규약의 개정은 그 관리규약 개정 제안당시의 임원에 대해서는 효력이 없도록 되어 있음에도 임원이 임기연장을 추진하고 있는 경우...,2009-09-23,433,2894904
840,장애진단비용은 무료인가요?,2009-09-23,1271,2897875
841,회원가입을 했는데 실명인증이 안되었다고 나옵니다.,2009-09-23,194,2895180
842,"의약품등의 제조업 폐업, 휴업인 경우 구비서류?",2009-09-23,653,2895256
843,외국에서 쓰던 건설기계를 들여와 등록하려고 합니다. 등록 가능한가요?,2009-09-23,232,2895398
844,"도매업무관리자,제조관리자,수입관리자 신고시 구비서류?",2009-09-23,481,2895257
845,허가신청시 검토하여야 할 법령은?,2009-09-23,406,2895996
846,아파트 관리규약에 &apos;관리주체는 입주자대표회의가 구성된 후에는 입주자대표회의의 선출 및 해임에 관하여 일체 관여하지 못한다. 관리...,2009-09-24,1096,2894905
847,"아파트 입주자가 공동주택 관리 현황 공개를 요청할 경우 관리주체는 이에 응해야 하는지. 또 관리주체의 역할은 무엇이며, 관리주체에 대한 지방자치...",2009-09-24,1411,2894906
848,정보통신장비의 전자파 피해는 없나요?,2009-09-24,702,2896228
849,사회단체란 무엇인가요?,2009-09-25,4008,2897124
850,신고포상금의 지급범위는 어떤가요,2009-09-25,614,2895249
851,신촌 YES APM 무대에서 공연을 하려면?,2009-09-25,530,2895921
852,서울시 인센티브사업이란 무엇인가요?,2009-09-25,482,2894829
853,기획이란 무엇인가요?,2009-09-25,185,2897277
854,기획과 계획은 무슨차이가 있나요?,2009-09-25,2095,2897268
855,기획과 정책결정과의 차이는 무엇인가요?,2009-09-25,215,2897269
856,조직적 계획이란?,2009-09-25,144,2897270
857,규범적 기획이란 무었입니까?,2009-09-25,358,2897273
858,서울시의 재정지원제도는 무엇이 있습니까?,2009-09-25,143,2897307
859,재배정이 뭐지요?,2009-09-25,82,2897308
860,추산이 뭐지요?,2009-09-25,34,25466703
861,정책기획이란?,2009-09-25,328,2897274
862,전략기획이무엇입니까,2009-09-25,135,2897275
863,장애아 무상보육 지원 신청시 해당 장애아동이 만5세아 이상인 경우 반드시 장애등록을 하여야만 지원이 가능한지?,2009-09-25,287,2895298
864,식품첨가물을 사용하지 않은 경우에도 자가품질검사를 반드시 받아야 하는지,2009-09-25,319,2898266
865,식품별로 자가품질검사 주기는 어떻게 되나요,2009-09-25,5965,2898267
866,어린이집 퇴소시 환불규정은 어떻게 적용되나요?,2009-09-25,2719,2895784
867,도로공사나 하수도공사계획은 어디에서 확인할 수 있나요?,2009-09-25,923,2896264
868,주거지역의 건폐율과 용적률이 어떻게 되나요?,2009-09-28,39009,2897664
869,최대개발규모내에서 획지선 변경없이 공동개발을 추진할 경우에 결정권자는?,2009-09-28,764,2897310
870,공유재산에서 구거용지란,2009-09-28,2462,2895079
871,도시지역 용도지역의 종류는 무엇이 있나요?,2009-09-29,1772,2896234
872,구비서류 감축이란 무엇입니까?,2009-09-30,247,2897002
873,심의신청시 제출되는 심의도서에는 어떠한 내용이 포함되어야 하나요.?,2009-09-30,1183,2895136
874,지하수 신고 효력상실은?,2009-09-30,522,2896129
875,건설회사(통신건설회사)에서 지하수를 개발하여 건물에 부속되어 있는 직원용 기숙사에 지하수를 주로 사용하고 있다면 이것을 가정용으로 보...,2009-09-30,508,2896130
876,주유소 입구 가격표시판에 다른내용을 적어도 되나요?,2009-09-30,806,2897311
877,감리제도는 무엇입니까?,2009-10-01,276,2895998
878,베란다와 발코니의 차이점은?,2009-10-01,1905,2896173
879,감리자의 업무 범위는 어떻게 되나요?,2009-10-01,701,2895999
880,수족구병,2009-10-01,906,2895121
881,대지안의 공지(인접대지경계선으로부터 띄우는 거리)에 대한 문의,2009-10-01,8336,2897665
882,고구려정과 용마산팔각정은 광진구에서 관리하나요?,2009-10-05,409,2895219
883,감리원의 업무중 현지조사 사항은 무엇입니까?,2009-10-05,318,2896000
884,감리원의 업무중 피해방지대책 수립 사항은 무엇입니까?,2009-10-05,250,2896001
885,휴대용 가스렌지 부탄캔용기 저장허가 대상 범위는,2009-10-05,806,2896511
886,감리자의 관계서류의 인계는 어떻게 이루어지나요?,2009-10-05,220,2896002
887,감리자는 업무수행상황을 보고하나요?,2009-10-05,206,2898494
888,광진구 고구려 유적과 구리시 고구려 유적 연계 관광은 됩니까.,2009-10-05,373,2895218
889,부실감리자에 대한 조치사항은 무엇인가요?,2009-10-05,294,2896003
890,"가스관련 사업 폐지 ,개시,휴지 신고방법",2009-10-05,2064,2896510
891,LPG용기 내용적 종류,2009-10-05,1894,2896509
892,아차산 고구려 유적지에 주차장은 있나요?,2009-10-05,1147,2895217
893,도시계획의 운영체계,2009-10-05,454,2894386
894,권한위임 사무(서울특별시 도시계획조례 제68조 관련),2009-10-05,871,2896465
895,"용도지역내 행위제한(주거지역, 녹지지역, 상.공업지역내 가능 건축물)",2009-10-05,19575,2896468
896,미관지구에 집을 지을때 규제되는게 있나요?,2009-10-05,1730,2895122
897,중랑사이버신춘문예는 언제 실시하나요?,2009-10-05,639,2895834
898,사후관리 이행신고는 어떻게 하나요?,2009-10-05,634,2898513
899,여객자동차터미널공사계획변경인가신청은 어떻게하는지요?,2009-10-05,285,2898055
900,여객자동차터미널 공사시행 인가신청기간 연장신청을 할려고 하는데 구비서류는 있는지요?,2009-10-05,212,2898056
901,여객자동차터미널 위치.규모등 변경인가 신청시 구비서류는?,2009-10-05,273,2898057
902,동대표자가 아닌자는 입주자대표회의의 의결에 참여할 수 있나요?,2009-10-06,227,2897354
903,상봉재정비촉진지구 결정 고시일은 언젠가요?,2009-10-06,188,2894891
904,상봉재정비촉진지구 관련내용을 어디서 볼 수 있나요?,2009-10-06,272,2894892
905,농정관련업무,2009-10-06,193,2896082
906,광진구에는 사회단체보조금을 지원받는 단체가 모두 몇 개 인가요?,2009-10-06,273,2897127
907,서울시에서 처리한 사무에 대한 주민감사청구는 어디에 해야 하나요?,2009-10-06,268,2895857
908,새마을금고의 설립절차는 어떻게 되나요?,2009-10-06,1235,2897128
909,새마을금고 변경등기 절차는 어떻게 되나요?,2009-10-06,564,2897129
910,새마을금고 연합회 정관에는 어떤 사항을 기재하나요?,2009-10-06,451,2897130
911,사회단체보조금 지원심의위원회는 어떻게 구성되나요?,2009-10-06,224,2897131
912,건축물대장 편제,2009-10-06,756,2896470
913,공동주택에 있어 보수에 필요한 하자보수이행증권 사본 발급 문의,2009-10-06,1824,2896050
914,건축허가에서 사용승인까지의 절차에 대한 문의.,2009-10-06,1068,2896051
915,위원회 구성시 구의원 및 여성위원의 비율은 어느정도 됩니까?,2009-10-06,165,2895516
916,"지방 출장중에 굴착기 면허를 잃어버렸는데, 어떻게 하면 되나요?",2009-10-06,475,2898378
917,"굴착기 면허를 가지고 있는데, 불도저 자격증을 따게 되었습니다. 추가 발급이 가능한가요?",2009-10-06,877,2898379
918,보금자리주택 장애인 특별공급 기관추천?,2009-10-07,577,2897166
919,역세권 장기전세주택 건립관련 지구단위계획 수립 사업규모는 어떻게 되나요 ?,2009-10-07,181,2896479
920,중랑천 둔치를 찾아가는 방법은?,2009-10-07,817,2895524
921,연결녹지는 왜 지정 및 설치하나요 ?,2009-10-07,597,2895859
922,중랑구민센터에서 운행하는 셔틀버스의 각 도착지 시간대가 어떻게 되나요?,2009-10-07,1083,2895604
